user_id,task_order,task_id,base_task_id,annotation_round,sample_id,field_a,field_b,display_order,batch_id
merged_50_1,15,fcf8a31d8a632d89e818d8ff111955df-8-1__candidate_1_vs_candidate_2__r1,fcf8a31d8a632d89e818d8ff111955df-8-1__candidate_1_vs_candidate_2,1,fcf8a31d8a632d89e818d8ff111955df-8-1,candidate_1,candidate_2,BA,assignment_v1
merged_50_1,16,afb1d76c0bf0fb070ad5c686c1af68fc-3-1__candidate_2_vs_candidate_4__r1,afb1d76c0bf0fb070ad5c686c1af68fc-3-1__candidate_2_vs_candidate_4,1,afb1d76c0bf0fb070ad5c686c1af68fc-3-1,candidate_2,candidate_4,AB,assignment_v1
merged_50_1,17,e8d83c50f8209289cf775f9022d888ef-2-1__candidate_1_vs_candidate_3__r1,e8d83c50f8209289cf775f9022d888ef-2-1__candidate_1_vs_candidate_3,1,e8d83c50f8209289cf775f9022d888ef-2-1,candidate_1,candidate_3,BA,assignment_v1
merged_50_1,18,12febcd4170eee222dae250354a42ed0-1-1__candidate_3_vs_candidate_4__r1,12febcd4170eee222dae250354a42ed0-1-1__candidate_3_vs_candidate_4,1,12febcd4170eee222dae250354a42ed0-1-1,candidate_3,candidate_4,BA,assignment_v1
merged_50_1,19,b4124e4da6d1d65d44a93b810bf72fb4-15-1__candidate_2_vs_candidate_4__r1,b4124e4da6d1d65d44a93b810bf72fb4-15-1__candidate_2_vs_candidate_4,1,b4124e4da6d1d65d44a93b810bf72fb4-15-1,candidate_2,candidate_4,AB,assignment_v1
merged_50_1,20,fda7cd1043322353606f6641ce6d3154-2-1__candidate_2_vs_candidate_3__r1,fda7cd1043322353606f6641ce6d3154-2-1__candidate_2_vs_candidate_3,1,fda7cd1043322353606f6641ce6d3154-2-1,candidate_2,candidate_3,BA,assignment_v1
merged_50_1,21,eb99a4332bc6dddfea9177692c96c50e-2-1__candidate_1_vs_candidate_3__r1,eb99a4332bc6dddfea9177692c96c50e-2-1__candidate_1_vs_candidate_3,1,eb99a4332bc6dddfea9177692c96c50e-2-1,candidate_1,candidate_3,BA,assignment_v1
merged_50_1,22,a0f85c59b430368823a3f4110ad73059-1-1__candidate_3_vs_candidate_4__r1,a0f85c59b430368823a3f4110ad73059-1-1__candidate_3_vs_candidate_4,1,a0f85c59b430368823a3f4110ad73059-1-1,candidate_3,candidate_4,BA,assignment_v1
merged_50_1,23,41b1d98ef2342aef7ff835a7c5e74812-2-1__candidate_1_vs_candidate_4__r1,41b1d98ef2342aef7ff835a7c5e74812-2-1__candidate_1_vs_candidate_4,1,41b1d98ef2342aef7ff835a7c5e74812-2-1,candidate_1,candidate_4,BA,assignment_v1
merged_50_1,24,bc22a9943eca41dc802cda439c4b5077-7-1__candidate_1_vs_candidate_2__r1,bc22a9943eca41dc802cda439c4b5077-7-1__candidate_1_vs_candidate_2,1,bc22a9943eca41dc802cda439c4b5077-7-1,candidate_1,candidate_2,BA,assignment_v1
merged_50_1,25,5fcaee812c7ab6206c1b7cb94e72223f-3-1__candidate_2_vs_candidate_4__r1,5fcaee812c7ab6206c1b7cb94e72223f-3-1__candidate_2_vs_candidate_4,1,5fcaee812c7ab6206c1b7cb94e72223f-3-1,candidate_2,candidate_4,AB,assignment_v1
merged_50_1,26,810294fbdc8cbebfa32ebe0191de8bcc-5-1__candidate_2_vs_candidate_3__r1,810294fbdc8cbebfa32ebe0191de8bcc-5-1__candidate_2_vs_candidate_3,1,810294fbdc8cbebfa32ebe0191de8bcc-5-1,candidate_2,candidate_3,AB,assignment_v1
merged_50_1,27,bd2c9208aae79c38244ac4be97cf51f5-1-1__candidate_3_vs_candidate_4__r1,bd2c9208aae79c38244ac4be97cf51f5-1-1__candidate_3_vs_candidate_4,1,bd2c9208aae79c38244ac4be97cf51f5-1-1,candidate_3,candidate_4,AB,assignment_v1
merged_50_1,28,6609d8b5eac7948a6178bf96c6401763-3-1__candidate_1_vs_candidate_4__r1,6609d8b5eac7948a6178bf96c6401763-3-1__candidate_1_vs_candidate_4,1,6609d8b5eac7948a6178bf96c6401763-3-1,candidate_1,candidate_4,AB,assignment_v1
merged_50_1,29,05967a04a0f2cffb1f3c572856275e63-6-1__candidate_1_vs_candidate_3__r1,05967a04a0f2cffb1f3c572856275e63-6-1__candidate_1_vs_candidate_3,1,05967a04a0f2cffb1f3c572856275e63-6-1,candidate_1,candidate_3,BA,assignment_v1
merged_50_1,30,a7e5259674e6057ba1ee113f54be8134-3-1__candidate_1_vs_candidate_2__r1,a7e5259674e6057ba1ee113f54be8134-3-1__candidate_1_vs_candidate_2,1,a7e5259674e6057ba1ee113f54be8134-3-1,candidate_1,candidate_2,AB,assignment_v1
merged_50_1,31,64bc3c77338620c48585e024269b10c4-2-1__candidate_1_vs_candidate_2__r1,64bc3c77338620c48585e024269b10c4-2-1__candidate_1_vs_candidate_2,1,64bc3c77338620c48585e024269b10c4-2-1,candidate_1,candidate_2,BA,assignment_v1
merged_50_1,32,7a63e697e15928ea1e354b3d335cd2dc-2-1__candidate_2_vs_candidate_4__r1,7a63e697e15928ea1e354b3d335cd2dc-2-1__candidate_2_vs_candidate_4,1,7a63e697e15928ea1e354b3d335cd2dc-2-1,candidate_2,candidate_4,BA,assignment_v1
merged_50_1,33,fcbf86f76478f6222203471309c1bab9-1-1__candidate_2_vs_candidate_3__r1,fcbf86f76478f6222203471309c1bab9-1-1__candidate_2_vs_candidate_3,1,fcbf86f76478f6222203471309c1bab9-1-1,candidate_2,candidate_3,AB,assignment_v1
merged_50_1,34,52038d45f6bf3f3c47ff27eed3beed29-5-1__candidate_1_vs_candidate_3__r1,52038d45f6bf3f3c47ff27eed3beed29-5-1__candidate_1_vs_candidate_3,1,52038d45f6bf3f3c47ff27eed3beed29-5-1,candidate_1,candidate_3,AB,assignment_v1
merged_50_1,35,bc22a9943eca41dc802cda439c4b5077-9-1__candidate_3_vs_candidate_4__r1,bc22a9943eca41dc802cda439c4b5077-9-1__candidate_3_vs_candidate_4,1,bc22a9943eca41dc802cda439c4b5077-9-1,candidate_3,candidate_4,BA,assignment_v1
merged_50_1,36,34cbf1636fc1b94ef900dda96f0e138a-2-1__candidate_1_vs_candidate_4__r1,34cbf1636fc1b94ef900dda96f0e138a-2-1__candidate_1_vs_candidate_4,1,34cbf1636fc1b94ef900dda96f0e138a-2-1,candidate_1,candidate_4,AB,assignment_v1
merged_50_1,37,2ea57ae75d47a86b9474e00c337f84d9-2-1__candidate_1_vs_candidate_4__r1,2ea57ae75d47a86b9474e00c337f84d9-2-1__candidate_1_vs_candidate_4,1,2ea57ae75d47a86b9474e00c337f84d9-2-1,candidate_1,candidate_4,BA,assignment_v1
merged_50_1,38,807bbe9413ff6a67490cfead2e4b31d1-3-1__candidate_1_vs_candidate_3__r1,807bbe9413ff6a67490cfead2e4b31d1-3-1__candidate_1_vs_candidate_3,1,807bbe9413ff6a67490cfead2e4b31d1-3-1,candidate_1,candidate_3,BA,assignment_v1
merged_50_1,39,eee7647f28d123742ea546aca4233158-2-1__candidate_3_vs_candidate_4__r1,eee7647f28d123742ea546aca4233158-2-1__candidate_3_vs_candidate_4,1,eee7647f28d123742ea546aca4233158-2-1,candidate_3,candidate_4,AB,assignment_v1
merged_50_1,40,91f610fe77f767049130c773e4ccdc30-4-1__candidate_1_vs_candidate_2__r1,91f610fe77f767049130c773e4ccdc30-4-1__candidate_1_vs_candidate_2,1,91f610fe77f767049130c773e4ccdc30-4-1,candidate_1,candidate_2,BA,assignment_v1
merged_50_1,41,54654b6253cacf29e173e1b1aa2970fb-1-1__candidate_2_vs_candidate_4__r1,54654b6253cacf29e173e1b1aa2970fb-1-1__candidate_2_vs_candidate_4,1,54654b6253cacf29e173e1b1aa2970fb-1-1,candidate_2,candidate_4,BA,assignment_v1
merged_50_1,42,c65f24b87326c45a7103fa583108cf63-3-1__candidate_2_vs_candidate_3__r1,c65f24b87326c45a7103fa583108cf63-3-1__candidate_2_vs_candidate_3,1,c65f24b87326c45a7103fa583108cf63-3-1,candidate_2,candidate_3,BA,assignment_v1
merged_50_1,43,05967a04a0f2cffb1f3c572856275e63-2-1__candidate_1_vs_candidate_3__r1,05967a04a0f2cffb1f3c572856275e63-2-1__candidate_1_vs_candidate_3,1,05967a04a0f2cffb1f3c572856275e63-2-1,candidate_1,candidate_3,BA,assignment_v1
merged_50_1,44,e6fceb3acdd24f4d7d7ab2507b4c7d2c-5-1__candidate_1_vs_candidate_4__r1,e6fceb3acdd24f4d7d7ab2507b4c7d2c-5-1__candidate_1_vs_candidate_4,1,e6fceb3acdd24f4d7d7ab2507b4c7d2c-5-1,candidate_1,candidate_4,AB,assignment_v1
merged_50_1,45,bfd57263543716d9c48daa58a8c33617-1-1__candidate_1_vs_candidate_2__r1,bfd57263543716d9c48daa58a8c33617-1-1__candidate_1_vs_candidate_2,1,bfd57263543716d9c48daa58a8c33617-1-1,candidate_1,candidate_2,AB,assignment_v1
merged_50_1,46,915c26c997dda1e2b1c03923f3dbfe52-1-1__candidate_2_vs_candidate_3__r1,915c26c997dda1e2b1c03923f3dbfe52-1-1__candidate_2_vs_candidate_3,1,915c26c997dda1e2b1c03923f3dbfe52-1-1,candidate_2,candidate_3,AB,assignment_v1
merged_50_1,47,1e9cccee745c0d3b358f1c9592088bf4-1-1__candidate_3_vs_candidate_4__r1,1e9cccee745c0d3b358f1c9592088bf4-1-1__candidate_3_vs_candidate_4,1,1e9cccee745c0d3b358f1c9592088bf4-1-1,candidate_3,candidate_4,BA,assignment_v1
merged_50_1,48,9578043d665cbacc278fde52e0704257-3-1__candidate_2_vs_candidate_4__r1,9578043d665cbacc278fde52e0704257-3-1__candidate_2_vs_candidate_4,1,9578043d665cbacc278fde52e0704257-3-1,candidate_2,candidate_4,AB,assignment_v1
merged_50_1,49,c1aaf71d011a4632770f703ad9a43c74-3-1__candidate_1_vs_candidate_4__r1,c1aaf71d011a4632770f703ad9a43c74-3-1__candidate_1_vs_candidate_4,1,c1aaf71d011a4632770f703ad9a43c74-3-1,candidate_1,candidate_4,BA,assignment_v1
merged_50_1,50,615538b5a90edcaaada32c0e002ed1c1-2-1__candidate_2_vs_candidate_3__r1,615538b5a90edcaaada32c0e002ed1c1-2-1__candidate_2_vs_candidate_3,1,615538b5a90edcaaada32c0e002ed1c1-2-1,candidate_2,candidate_3,BA,assignment_v1
merged_50_2,1,52cb72011676361a94f2b4cd82d18db6-2-1__candidate_2_vs_candidate_4__r1,52cb72011676361a94f2b4cd82d18db6-2-1__candidate_2_vs_candidate_4,1,52cb72011676361a94f2b4cd82d18db6-2-1,candidate_2,candidate_4,BA,assignment_v1
merged_50_2,2,5ba2d30828011fc1731943cecd101bb7-6-1__candidate_3_vs_candidate_4__r1,5ba2d30828011fc1731943cecd101bb7-6-1__candidate_3_vs_candidate_4,1,5ba2d30828011fc1731943cecd101bb7-6-1,candidate_3,candidate_4,BA,assignment_v1
merged_50_2,3,badf173b61670eb88be1827a84feb8c9-2-1__candidate_1_vs_candidate_2__r1,badf173b61670eb88be1827a84feb8c9-2-1__candidate_1_vs_candidate_2,1,badf173b61670eb88be1827a84feb8c9-2-1,candidate_1,candidate_2,AB,assignment_v1
merged_50_2,4,234540de7a7b4987a2c8fb669cfdc151-6-1__candidate_1_vs_candidate_3__r1,234540de7a7b4987a2c8fb669cfdc151-6-1__candidate_1_vs_candidate_3,1,234540de7a7b4987a2c8fb669cfdc151-6-1,candidate_1,candidate_3,BA,assignment_v1
merged_50_2,5,bbd63cbb08bc6bf48dd0f09e8faeae13-4-1__candidate_2_vs_candidate_3__r1,bbd63cbb08bc6bf48dd0f09e8faeae13-4-1__candidate_2_vs_candidate_3,1,bbd63cbb08bc6bf48dd0f09e8faeae13-4-1,candidate_2,candidate_3,AB,assignment_v1
merged_50_2,6,bc22a9943eca41dc802cda439c4b5077-5-1__candidate_1_vs_candidate_2__r1,bc22a9943eca41dc802cda439c4b5077-5-1__candidate_1_vs_candidate_2,1,bc22a9943eca41dc802cda439c4b5077-5-1,candidate_1,candidate_2,BA,assignment_v1
merged_50_2,7,1147d3fa11cd610e3ce30720afb93af6-4-1__candidate_1_vs_candidate_3__r1,1147d3fa11cd610e3ce30720afb93af6-4-1__candidate_1_vs_candidate_3,1,1147d3fa11cd610e3ce30720afb93af6-4-1,candidate_1,candidate_3,BA,assignment_v1
merged_50_2,8,c1aaf71d011a4632770f703ad9a43c74-2-1__candidate_3_vs_candidate_4__r1,c1aaf71d011a4632770f703ad9a43c74-2-1__candidate_3_vs_candidate_4,1,c1aaf71d011a4632770f703ad9a43c74-2-1,candidate_3,candidate_4,AB,assignment_v1
merged_50_2,9,c97eb573d1043c90277a156aa5ca1d65-2-1__candidate_2_vs_candidate_4__r1,c97eb573d1043c90277a156aa5ca1d65-2-1__candidate_2_vs_candidate_4,1,c97eb573d1043c90277a156aa5ca1d65-2-1,candidate_2,candidate_4,BA,assignment_v1
merged_50_2,10,4c4de385c54a7a86b80687250754c941-1-1__candidate_1_vs_candidate_4__r1,4c4de385c54a7a86b80687250754c941-1-1__candidate_1_vs_candidate_4,1,4c4de385c54a7a86b80687250754c941-1-1,candidate_1,candidate_4,AB,assignment_v1
merged_50_2,11,daf828de6f05c50962b2815d282f4a19-2-1__candidate_2_vs_candidate_4__r1,daf828de6f05c50962b2815d282f4a19-2-1__candidate_2_vs_candidate_4,1,daf828de6f05c50962b2815d282f4a19-2-1,candidate_2,candidate_4,BA,assignment_v1
merged_50_2,12,aafb378b831283f438e2b3efbe73becf-5-1__candidate_3_vs_candidate_4__r1,aafb378b831283f438e2b3efbe73becf-5-1__candidate_3_vs_candidate_4,1,aafb378b831283f438e2b3efbe73becf-5-1,candidate_3,candidate_4,AB,assignment_v1
merged_50_2,13,869222645d9e200015c2f2c008b91f7e-1-1__candidate_1_vs_candidate_4__r1,869222645d9e200015c2f2c008b91f7e-1-1__candidate_1_vs_candidate_4,1,869222645d9e200015c2f2c008b91f7e-1-1,candidate_1,candidate_4,AB,assignment_v1
merged_50_2,14,74bf3b4826d12ae4dba59a7fa952edd6-2-1__candidate_1_vs_candidate_3__r1,74bf3b4826d12ae4dba59a7fa952edd6-2-1__candidate_1_vs_candidate_3,1,74bf3b4826d12ae4dba59a7fa952edd6-2-1,candidate_1,candidate_3,BA,assignment_v1
merged_50_2,15,3022570342523bfce8e5d772be7b897a-2-1__candidate_2_vs_candidate_3__r1,3022570342523bfce8e5d772be7b897a-2-1__candidate_2_vs_candidate_3,1,3022570342523bfce8e5d772be7b897a-2-1,candidate_2,candidate_3,AB,assignment_v1
merged_50_2,16,03a96cff84ac053a6ce1c95807f5593c-1-1__candidate_1_vs_candidate_2__r1,03a96cff84ac053a6ce1c95807f5593c-1-1__candidate_1_vs_candidate_2,1,03a96cff84ac053a6ce1c95807f5593c-1-1,candidate_1,candidate_2,BA,assignment_v1
merged_50_2,17,f360d617c83dddf28373a2076853c6dc-2-1__candidate_2_vs_candidate_3__r1,f360d617c83dddf28373a2076853c6dc-2-1__candidate_2_vs_candidate_3,1,f360d617c83dddf28373a2076853c6dc-2-1,candidate_2,candidate_3,BA,assignment_v1
merged_50_2,18,a0ab2db607278e0ec1f94a6f9e8178d1-2-1__candidate_1_vs_candidate_4__r1,a0ab2db607278e0ec1f94a6f9e8178d1-2-1__candidate_1_vs_candidate_4,1,a0ab2db607278e0ec1f94a6f9e8178d1-2-1,candidate_1,candidate_4,BA,assignment_v1
merged_50_2,19,c6ec2e31d5a4a8a25bdc9eebfc8c4f2b-1-1__candidate_1_vs_candidate_2__r1,c6ec2e31d5a4a8a25bdc9eebfc8c4f2b-1-1__candidate_1_vs_candidate_2,1,c6ec2e31d5a4a8a25bdc9eebfc8c4f2b-1-1,candidate_1,candidate_2,AB,assignment_v1
merged_50_2,20,f5c72648a947e8a8523c520c9c64bed3-2-1__candidate_1_vs_candidate_3__r1,f5c72648a947e8a8523c520c9c64bed3-2-1__candidate_1_vs_candidate_3,1,f5c72648a947e8a8523c520c9c64bed3-2-1,candidate_1,candidate_3,BA,assignment_v1
merged_50_2,21,afb1d76c0bf0fb070ad5c686c1af68fc-1-1__candidate_2_vs_candidate_4__r1,afb1d76c0bf0fb070ad5c686c1af68fc-1-1__candidate_2_vs_candidate_4,1,afb1d76c0bf0fb070ad5c686c1af68fc-1-1,candidate_2,candidate_4,BA,assignment_v1
merged_50_2,22,0f20ba9cb079c6cebb2b76839f426206-1-1__candidate_3_vs_candidate_4__r1,0f20ba9cb079c6cebb2b76839f426206-1-1__candidate_3_vs_candidate_4,1,0f20ba9cb079c6cebb2b76839f426206-1-1,candidate_3,candidate_4,AB,assignment_v1
merged_50_2,23,723ece7b79ff65deea08717e2aae0a2c-2-1__candidate_1_vs_candidate_2__r1,723ece7b79ff65deea08717e2aae0a2c-2-1__candidate_1_vs_candidate_2,1,723ece7b79ff65deea08717e2aae0a2c-2-1,candidate_1,candidate_2,BA,assignment_v1
merged_50_2,24,dbb5c288e880db61685ea874583a38f7-3-1__candidate_1_vs_candidate_3__r1,dbb5c288e880db61685ea874583a38f7-3-1__candidate_1_vs_candidate_3,1,dbb5c288e880db61685ea874583a38f7-3-1,candidate_1,candidate_3,AB,assignment_v1
merged_50_2,25,5a84e744becd89f47d807a951af60479-2-1__candidate_2_vs_candidate_4__r1,5a84e744becd89f47d807a951af60479-2-1__candidate_2_vs_candidate_4,1,5a84e744becd89f47d807a951af60479-2-1,candidate_2,candidate_4,AB,assignment_v1
merged_50_2,26,b03458bb3b07fa3cd3c916b96d65f42d-1-1__candidate_3_vs_candidate_4__r1,b03458bb3b07fa3cd3c916b96d65f42d-1-1__candidate_3_vs_candidate_4,1,b03458bb3b07fa3cd3c916b96d65f42d-1-1,candidate_3,candidate_4,BA,assignment_v1
merged_50_2,27,defbef26a76077e5bad91d63e021e2c9-2-1__candidate_2_vs_candidate_3__r1,defbef26a76077e5bad91d63e021e2c9-2-1__candidate_2_vs_candidate_3,1,defbef26a76077e5bad91d63e021e2c9-2-1,candidate_2,candidate_3,AB,assignment_v1
merged_50_2,28,70aa5c08fee8c2d040e216853b27d51a-2-1__candidate_1_vs_candidate_4__r1,70aa5c08fee8c2d040e216853b27d51a-2-1__candidate_1_vs_candidate_4,1,70aa5c08fee8c2d040e216853b27d51a-2-1,candidate_1,candidate_4,AB,assignment_v1
merged_50_2,29,f08b6c46f4477b475634003921d15288-1-1__candidate_2_vs_candidate_4__r1,f08b6c46f4477b475634003921d15288-1-1__candidate_2_vs_candidate_4,1,f08b6c46f4477b475634003921d15288-1-1,candidate_2,candidate_4,AB,assignment_v1
merged_50_2,30,5d4960c86a5f6f8bff796b88fed4f250-1-1__candidate_1_vs_candidate_4__r1,5d4960c86a5f6f8bff796b88fed4f250-1-1__candidate_1_vs_candidate_4,1,5d4960c86a5f6f8bff796b88fed4f250-1-1,candidate_1,candidate_4,AB,assignment_v1
merged_50_2,31,62cf87fc7a47682dc9c2b1f8003b4fc6-2-1__candidate_1_vs_candidate_3__r1,62cf87fc7a47682dc9c2b1f8003b4fc6-2-1__candidate_1_vs_candidate_3,1,62cf87fc7a47682dc9c2b1f8003b4fc6-2-1,candidate_1,candidate_3,BA,assignment_v1
merged_50_2,32,72ee967b63517e88013e3c1dc197444f-1-1__candidate_1_vs_candidate_2__r1,72ee967b63517e88013e3c1dc197444f-1-1__candidate_1_vs_candidate_2,1,72ee967b63517e88013e3c1dc197444f-1-1,candidate_1,candidate_2,BA,assignment_v1
merged_50_2,33,a7e92f55e310ced7445db609985d803d-1-1__candidate_2_vs_candidate_3__r1,a7e92f55e310ced7445db609985d803d-1-1__candidate_2_vs_candidate_3,1,a7e92f55e310ced7445db609985d803d-1-1,candidate_2,candidate_3,BA,assignment_v1
merged_50_2,34,49e6a422b90e5f786c232e9fc32e57ab-3-1__candidate_3_vs_candidate_4__r1,49e6a422b90e5f786c232e9fc32e57ab-3-1__candidate_3_vs_candidate_4,1,49e6a422b90e5f786c232e9fc32e57ab-3-1,candidate_3,candidate_4,AB,assignment_v1
merged_50_2,35,7975fb2ece6897afa422b5f66fb9fad6-3-1__candidate_2_vs_candidate_3__r1,7975fb2ece6897afa422b5f66fb9fad6-3-1__candidate_2_vs_candidate_3,1,7975fb2ece6897afa422b5f66fb9fad6-3-1,candidate_2,candidate_3,BA,assignment_v1
merged_50_2,36,1676c11dd0a040eba259b0af42bfd0dc-1-1__candidate_3_vs_candidate_4__r1,1676c11dd0a040eba259b0af42bfd0dc-1-1__candidate_3_vs_candidate_4,1,1676c11dd0a040eba259b0af42bfd0dc-1-1,candidate_3,candidate_4,BA,assignment_v1
merged_50_2,37,2b12c6649086390d763e2dee0eceb349-3-1__candidate_1_vs_candidate_3__r1,2b12c6649086390d763e2dee0eceb349-3-1__candidate_1_vs_candidate_3,1,2b12c6649086390d763e2dee0eceb349-3-1,candidate_1,candidate_3,AB,assignment_v1
merged_50_2,38,8bb11531960dcb1c181602df63c07c04-2-1__candidate_1_vs_candidate_2__r1,8bb11531960dcb1c181602df63c07c04-2-1__candidate_1_vs_candidate_2,1,8bb11531960dcb1c181602df63c07c04-2-1,candidate_1,candidate_2,AB,assignment_v1
merged_50_2,39,ca985fbcdedee4b93279a3e926892d8f-3-1__candidate_1_vs_candidate_4__r1,ca985fbcdedee4b93279a3e926892d8f-3-1__candidate_1_vs_candidate_4,1,ca985fbcdedee4b93279a3e926892d8f-3-1,candidate_1,candidate_4,AB,assignment_v1
merged_50_2,40,bc7f5171c3806759ade4bebf35c976b9-3-1__candidate_2_vs_candidate_4__r1,bc7f5171c3806759ade4bebf35c976b9-3-1__candidate_2_vs_candidate_4,1,bc7f5171c3806759ade4bebf35c976b9-3-1,candidate_2,candidate_4,BA,assignment_v1
merged_50_2,41,9df6dc5654951b4cf7aaa87abbee71d3-2-1__candidate_3_vs_candidate_4__r1,9df6dc5654951b4cf7aaa87abbee71d3-2-1__candidate_3_vs_candidate_4,1,9df6dc5654951b4cf7aaa87abbee71d3-2-1,candidate_3,candidate_4,BA,assignment_v1
merged_50_2,42,3361486f4faa497dbcbe704ac57a2255-13-1__candidate_1_vs_candidate_4__r1,3361486f4faa497dbcbe704ac57a2255-13-1__candidate_1_vs_candidate_4,1,3361486f4faa497dbcbe704ac57a2255-13-1,candidate_1,candidate_4,AB,assignment_v1
merged_50_2,43,1fafb1349150040e116d498c71687cd7-1-1__candidate_1_vs_candidate_2__r1,1fafb1349150040e116d498c71687cd7-1-1__candidate_1_vs_candidate_2,1,1fafb1349150040e116d498c71687cd7-1-1,candidate_1,candidate_2,BA,assignment_v1
merged_50_2,44,de1797803ed3ee14c6d2d8a6cf0339fa-7-1__candidate_2_vs_candidate_4__r1,de1797803ed3ee14c6d2d8a6cf0339fa-7-1__candidate_2_vs_candidate_4,1,de1797803ed3ee14c6d2d8a6cf0339fa-7-1,candidate_2,candidate_4,AB,assignment_v1
merged_50_2,45,3be199754ab665689171700295b489c2-1-1__candidate_1_vs_candidate_3__r1,3be199754ab665689171700295b489c2-1-1__candidate_1_vs_candidate_3,1,3be199754ab665689171700295b489c2-1-1,candidate_1,candidate_3,BA,assignment_v1
merged_50_2,46,a7e5259674e6057ba1ee113f54be8134-4-1__candidate_2_vs_candidate_3__r1,a7e5259674e6057ba1ee113f54be8134-4-1__candidate_2_vs_candidate_3,1,a7e5259674e6057ba1ee113f54be8134-4-1,candidate_2,candidate_3,BA,assignment_v1
